ManagedElementType,SubNetwork,ManagedElement,plmn,gNBId,cellLocalId,gNBName,CellName,nrCellScene,caSupport,resourceExpansion,cpIdNum,bwpCfgType,spectrumShareScene,pci,ssbFrequency,frequency,nrbandwidth,frequencyBandList,vswName,vbpName,vbpUnitNum,aauName,coverageType,networkingMode,mimVersion,adminState,cellState,serviceStatus,connectionState,cqiReportPeriod,duplexMode,qcellFlag,reserved251,numberOfRBs_DL,bwp0Bandwidth_DL,firstActiveBwpBandwidth_DL,numberOfRBs_UL,bwp0Bandwidth_UL,firstActiveBwpBandwidth_UL
ITBBU,441601,7905967,460-01,7905967,5,市区火车站5GBBU_18-XJ,GS_N1_河源市区_广百新一城AAU1,Normal,0,true,1,dualbwp,Normal,90,2144.55,2139.9,,1,VSWd1,VBPd04,1,R9212E S2100(A8A),Macro,1,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7905840,460-01,7905840,4,市区公园局5GBBU_23-XJ,GO_N78_河源市区_滨江大道御龙湾二期AAU1,Normal,0,true,1,multibwp,Normal,567,3408.96,3450.0,,78,VSWd1,VBPd41,1,R9604 S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7906748,460-11,7906748,3,和平新局5GBBU_42-XJ,GS_N1_河源和平_印象新天地住宅楼AAU3,Normal,0,true,1,dualbwp,Normal,94,2144.55,2139.9,,1,VSWd1,VBPd04,1,R9212E S2100(A8A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7906179,460-11,7906179,6,市区古竹支局5GBBU_4-XJ,GO_N1_河源市区_古竹生生宾馆RRU3,Normal,0,true,1,dualbwp,Normal,869,2144.55,2130.0,,1,VSWd1,VBPe24,1,R9264 M1821(ACA),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7905664,460-11,7905664,5,市区高望支局5GBBU_2,GO_N1_河源市区_临江塘排AAU2,Normal,0,true,1,dualbwp,Normal,616,2144.55,2130.0,,1,VSWd1,VBPd04,1,R9234E S2100(A8A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7905840,460-11,7905840,5,市区公园局5GBBU_23-XJ,GO_N78_河源市区_滨江大道御龙湾二期AAU2,Normal,0,true,1,multibwp,Normal,568,3408.96,3450.0,,78,VSWd1,VBPd41,1,R9604 S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905725,460-11,7905725,3,东源船塘支局5GBBU_1,GO_N1_河源东源_船塘老围路AAU3,Normal,0,true,1,dualbwp,Normal,279,2144.55,2130.0,,1,VSWd1,VBPd04,1,R9234E S2100(A8A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7905725,460-01,7905725,4,东源船塘支局5GBBU_1,GM_N1_河源东源_船塘支局AAU1,Normal,0,true,1,dualbwp,Normal,280,2144.55,2130.0,,1,VSWd1,VBPd04,1,R9234E S2100(A8A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7906179,460-11,7906179,4,市区古竹支局5GBBU_4-XJ,GO_N1_河源市区_古竹生生宾馆RRU1,Normal,0,true,1,dualbwp,Normal,681,2144.55,2130.0,,1,VSWd1,VBPe24,1,R9264 M1821(ACA),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7905725,460-01,7905725,7,东源船塘支局5GBBU_1,GO_N1_河源东源_船塘中学AAU1,Normal,0,true,1,dualbwp,Normal,60,2144.55,2139.9,,1,VSWd1,VBPd04,1,R9234E S2100(A8A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7905725,460-01,7905725,5,东源船塘支局5GBBU_1,GM_N1_河源东源_船塘支局AAU2,Normal,0,true,1,dualbwp,Normal,281,2144.55,2130.0,,1,VSWd1,VBPd04,1,R9234E S2100(A8A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7906033,460-01,7906033,3,龙川火车站新局5GBBU_21-XJ,GS_N1_河源龙川_富华豪庭外引AAU2,Normal,0,true,1,dualbwp,Normal,602,2144.55,2139.9,,1,VSWd1,VBPd04,1,R9212E S2100(A8A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7906033,460-01,7906033,4,龙川火车站新局5GBBU_21-XJ,GS_N1_河源龙川_龙飞大酒店AAU1,Normal,0,true,1,dualbwp,Normal,501,2144.55,2139.9,,1,VSWd1,VBPd04,1,R9212E S2100(A8A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7905840,460-01,7905840,2,市区公园局5GBBU_23-XJ,GO_N1_河源市区_墩头村二AAU2,Normal,0,true,1,dualbwp,Normal,703,2144.55,2139.9,,1,VSWd1,VBPd24,1,R9224H M1821(ACC),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7905761,460-01,7905761,2,和平粮溪支局5GBBU_1,GM_N1_河源和平_粮溪支局AAU2,Normal,0,true,1,dualbwp,Normal,758,2144.55,2130.0,,1,VSWd1,VBPd04,1,R9234E S2100(A8A),Macro,1,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7906748,460-01,7906748,6,和平新局5GBBU_42-XJ,GS_N1_河源和平_印象新天地酒店及公寓室分AAU3,Normal,0,true,1,dualbwp,Normal,97,2144.55,2139.9,,1,VSWd1,VBPd04,1,R9212E S2100(A8A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7906196,460-01,7906196,4,市区火车站5GBBU_36-XJ,GS_N1_河源市区_中兴体育城一期地下室电梯室分AAU4,Normal,0,true,1,dualbwp,Normal,147,2144.55,2139.9,,1,VSWd1,VBPe04,1,R9212E S2100(A8A),Macro,1,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7906142,460-01,7906142,6,市区火车站5GBBU_26-XJ,GS_N78_河源市区_翠泽雅园翠和3栋外引AAU3,Normal,0,true,1,multibwp,Normal,404,3408.96,3450.0,,78,VSWd1,VBPd41,1,R9604 S35,Macro,1,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7906410,460-11,7906410,1610,市区大学城接入网5GBBU_34,GO_N5_河源市区_大学城接入网RRU2,Normal,0,true,1,dualbwp,45GInBandLteInLowFreq,793,877.35,876.9,,5,VSWd0e,VBPe24,1,R9254 S8500(A6A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7906410,460-11,7906410,1602,市区大学城接入网5GBBU_34,GO_N5_河源市区_河职院实训楼RRU3,Normal,0,true,1,dualbwp,45GInBandLteInLowFreq,606,877.35,876.9,,5,VSWd0e,VBPe24,1,R9254 S8500(A6A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7906063,460-01,7906063,5,东源县局5GBBU_31-XJ,GS_N1_河源东源_桃源国际一期6-8栋AAU2,Normal,0,true,1,dualbwp,Normal,160,2144.55,2139.9,,1,VSWd1,VBPd04,1,R9212E S2100(A8A),Macro,1,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7905541,460-11,7905541,1,市区兴源局5GBBU_10,GO_N78_河源市区_东埔群丰TAAU1,Normal,0,true,1,multibwp,Normal,748,3408.96,3450.0,,78,VSWd1,VBPd02,1,A9642A S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7906410,460-11,7906410,1604,市区大学城接入网5GBBU_34,GO_N5_河源市区_阳光公寓RRU2,Normal,0,true,1,dualbwp,45GInBandLteInLowFreq,608,877.35,876.9,,5,VSWd0e,VBPe24,1,R9254 S8500(A6A),Macro,2,V5.75.10.20A03,Locked,IDLE,OutOfService,1,,FDD,0,0,,,,,,
ITBBU,441601,7906410,460-11,7906410,1605,市区大学城接入网5GBBU_34,GO_N5_河源市区_阳光公寓RRU3,Normal,0,true,1,dualbwp,45GInBandLteInLowFreq,846,877.35,876.9,,5,VSWd0e,VBPe24,1,R9254 S8500(A6A),Macro,2,V5.75.10.20A03,Locked,IDLE,OutOfService,1,,FDD,0,0,,,,,,
ITBBU,441601,7906410,460-11,7906410,1608,市区大学城接入网5GBBU_34,GO_N5_河源市区_碧桂园RRU3,Normal,0,true,1,dualbwp,45GInBandLteInLowFreq,603,877.35,876.9,,5,VSWd0e,VBPe24,1,R9254 S8500(A6A),Macro,2,V5.75.10.20A03,Locked,IDLE,OutOfService,1,,FDD,0,0,,,,,,
ITBBU,441601,7906410,460-11,7906410,1609,市区大学城接入网5GBBU_34,GO_N5_河源市区_大学城接入网RRU1,Normal,0,true,1,dualbwp,45GInBandLteInLowFreq,792,877.35,876.9,,5,VSWd0e,VBPe24,1,R9254 S8500(A6A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7905516,460-11,7905516,5,市区兴源局5GBBU_39,GO_N78_河源市区_东江盛世A1栋外引AAU2,Normal,0,true,1,multibwp,Normal,622,3408.96,3450.0,,78,VSWc2,VBPd41,1,R9604 S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905516,460-01,7905516,6,市区兴源局5GBBU_39,GO_N78_河源市区_东江盛世A1栋外引AAU3,Normal,0,true,1,multibwp,Normal,623,3408.96,3450.0,,78,VSWc2,VBPd41,1,R9604 S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905972,460-11,7905972,12,市区雅居乐网点5GBBU_22-XJ,GS_N78_河源市区_恒大名都13栋外引AAU3,Normal,0,true,1,multibwp,Normal,413,3408.96,3450.0,,78,VSWd1,VBPd41,1,R9606A S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7906512,460-11,7906512,9,市区古竹支局5GBBU_8,GO_N1_河源市区_古竹潮沙村RRU3,Normal,0,true,1,dualbwp,Normal,770,2144.55,2130.0,,1,VSWd1,VBPe04,1,R9254E S2100(A8A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7905330,460-01,7905330,2,市区大学城接入网5GBBU_8-XJ,GO_N78_河源市区_卫生学校玉竹楼AAU2,Normal,0,true,1,multibwp,Normal,138,3408.96,3450.0,,78,VSWd1,VBPe01,1,A9631A S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905541,460-01,7905541,4,市区兴源局5GBBU_10,GO_N78_河源市区_无线中心AAU1,Normal,0,true,1,multibwp,Normal,298,3408.96,3450.0,,78,VSWd1,VBPd02,1,A9642A S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905972,460-11,7905972,4,市区雅居乐网点5GBBU_22-XJ,GO_N78_河源市区_雅居乐君悦102栋外引AAU4,Normal,0,true,1,multibwp,Normal,479,3408.96,3450.0,,78,VSWd1,VBPd41,1,R9604 S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905972,460-01,7905972,9,市区雅居乐网点5GBBU_22-XJ,GS_N78_河源市区_雅居乐一期荣会外引AAU3,Normal,0,true,1,multibwp,Normal,185,3408.96,3450.0,,78,VSWd1,VBPd41,1,R9606A S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905910,460-01,7905910,3,市区埔前支局5GBBU_12-XJ,GO_N78_河源市区_黄岗中学AAU3,Normal,0,true,1,multibwp,Normal,362,3408.96,3450.0,,78,VSWd1,VBPd41,1,R9604 S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905972,460-11,7905972,1,市区雅居乐网点5GBBU_22-XJ,GO_N78_河源市区_雅居乐君悦102栋外引AAU1,Normal,0,true,1,multibwp,Normal,951,3408.96,3450.0,,78,VSWd1,VBPd41,1,R9604 S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905820,460-01,7905820,2,连平县局5GBBU_30-XJ,GO_N78_河源连平_体育一路AAU2,Normal,0,true,1,multibwp,Normal,199,3408.96,3450.0,,78,VSWd1,VBPd02,1,A9642A S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905541,460-01,7905541,2,市区兴源局5GBBU_10,GO_N78_河源市区_东埔群丰TAAU2,Normal,0,true,1,multibwp,Normal,749,3408.96,3450.0,,78,VSWd1,VBPd02,1,A9642A S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7906142,460-11,7906142,3,市区火车站5GBBU_26-XJ,GS_N78_河源市区_翠泽雅园翠景3栋外引AAU3,Normal,0,true,1,multibwp,Normal,472,3408.96,3450.0,,78,VSWd1,VBPd41,1,R9604 S35,Macro,1,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7906142,460-01,7906142,3,市区火车站5GBBU_26-XJ,GS_N78_河源市区_翠泽雅园翠景3栋外引AAU3,Normal,0,true,1,multibwp,Normal,472,3408.96,3450.0,,78,VSWd1,VBPd41,1,R9604 S35,Macro,1,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905820,460-11,7905820,4,连平县局5GBBU_30-XJ,GO_N78_河源连平_恒基大厦AAU1,Normal,0,true,1,multibwp,Normal,147,3408.96,3450.0,,78,VSWd1,VBPd02,1,A9642A S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905541,460-01,7905541,5,市区兴源局5GBBU_10,GO_N78_河源市区_无线中心AAU2,Normal,0,true,1,multibwp,Normal,752,3408.96,3450.0,,78,VSWd1,VBPd02,1,A9642A S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905972,460-11,7905972,2,市区雅居乐网点5GBBU_22-XJ,GO_N78_河源市区_雅居乐君悦102栋外引AAU2,Normal,0,true,1,multibwp,Normal,841,3408.96,3450.0,,78,VSWd1,VBPd41,1,R9604 S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905910,460-11,7905910,2,市区埔前支局5GBBU_12-XJ,GO_N78_河源市区_黄岗中学AAU2,Normal,0,true,1,multibwp,Normal,361,3408.96,3450.0,,78,VSWd1,VBPd41,1,R9604 S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7906512,460-11,7906512,5,市区古竹支局5GBBU_8,GO_N1_河源市区_古竹东新五金店RRU2,Normal,0,true,1,dualbwp,Normal,766,2144.55,2130.0,,1,VSWd1,VBPe04,1,R9254E S2100(A8A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7905541,460-01,7905541,1,市区兴源局5GBBU_10,GO_N78_河源市区_东埔群丰TAAU1,Normal,0,true,1,multibwp,Normal,748,3408.96,3450.0,,78,VSWd1,VBPd02,1,A9642A S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905460,460-01,7905460,2,东源县局5GBBU_18-XJ,GO_N78_河源东源_塞纳湾香堤岸AAU2,Normal,0,true,1,multibwp,Normal,247,3408.96,3450.0,,78,VSWd1,VBPd01,1,A9631A S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7906096,460-11,7906096,2,市区宝源支局5GBBU_17-XJ,GS_N1_河源市区_丽日广场B区AAU2,Normal,0,true,1,dualbwp,Normal,169,2144.55,2139.9,,1,VSWd1,VBPd04,1,R9212E S2100(A8A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7906465,460-01,7906465,4,龙川火车站新局5GBBU_40,GO_N1_河源龙川_老隆月乐堂村(3),HighWay,0,true,3,dualbwp,Normal,297,2118.15,2130.0,,1,VSWd1,VBPe24,1,R9268E M1821(A8A),Macro,1,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7905330,460-11,7905330,2,市区大学城接入网5GBBU_8-XJ,GO_N78_河源市区_卫生学校玉竹楼AAU2,Normal,0,true,1,multibwp,Normal,138,3408.96,3450.0,,78,VSWd1,VBPe01,1,A9631A S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905800,460-11,7905800,5,龙川火车站新局5GBBU_9-XJ,GO_N78_河源龙川_龙川新城YAAU2,Normal,0,true,1,multibwp,Normal,385,3408.96,3450.0,,78,VSWd1,VBPd02,1,A9642A S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905460,460-11,7905460,4,东源县局5GBBU_18-XJ,GO_N1_河源东源_东源大道东2AAU1,Normal,0,true,1,dualbwp,Normal,156,2144.55,2139.9,,1,VSWd1,VBPd04,1,R8894E M1821(A8C),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7906096,460-11,7906096,1,市区宝源支局5GBBU_17-XJ,GS_N1_河源市区_丽日广场B区AAU1,Normal,0,true,1,dualbwp,Normal,168,2144.55,2139.9,,1,VSWd1,VBPd04,1,R9212E S2100(A8A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7906063,460-11,7906063,1,东源县局5GBBU_31-XJ,GS_N1_河源东源_桃源国际一期1-2栋AAU1,Normal,0,true,1,dualbwp,Normal,153,2144.55,2139.9,,1,VSWd1,VBPd04,1,R9212E S2100(A8A),Macro,1,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7905516,460-01,7905516,1,市区兴源局5GBBU_39,GO_N78_河源市区_天和城AAU1,Normal,0,true,1,multibwp,Normal,953,3408.96,3450.0,,78,VSWc2,VBPc5,1,A9611 S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905452,460-01,7905452,5,紫金城西机楼5GBBU_6-XJ,GO_N78_河源紫金_公路养护中心AAU2,Normal,0,true,1,multibwp,Normal,212,3408.96,3450.0,,78,VSWc2,VBPc5,1,A9611 S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905452,460-01,7905452,4,紫金城西机楼5GBBU_6-XJ,GO_N78_河源紫金_公路养护中心AAU1,Normal,0,true,1,multibwp,Normal,211,3408.96,3450.0,,78,VSWc2,VBPc5,1,A9611 S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7906385,460-11,7906385,1603,紫金敬梓支局5GBBU_2,GO_N5_河源紫金_敬梓南村RRU1,Normal,0,true,1,dualbwp,45GInBandLteInLowFreq,721,877.35,876.9,,5,VSWd0e,VBPe24,1,R9254 S8500(A6A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7906385,460-11,7906385,1606,紫金敬梓支局5GBBU_2,GO_N5_河源紫金_敬梓洋高RRU1,Normal,0,true,1,dualbwp,45GInBandLteInLowFreq,28,880.95,876.9,,5,VSWd0e,VBPe24,1,R9254 S8500(A6A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7906385,460-11,7906385,1605,紫金敬梓支局5GBBU_2,GO_N5_河源紫金_敬梓南村RRU3,Normal,0,true,1,dualbwp,45GInBandLteInLowFreq,723,877.35,876.9,,5,VSWd0e,VBPe24,1,R9254 S8500(A6A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7905972,460-01,7905972,1,市区雅居乐网点5GBBU_22-XJ,GO_N78_河源市区_雅居乐君悦102栋外引AAU1,Normal,0,true,1,multibwp,Normal,951,3408.96,3450.0,,78,VSWd1,VBPd41,1,R9604 S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905326,460-11,7905326,4,市区大学城接入网5GBBU_4-XJ,GO_N78_河源市区_河职院宿舍楼C2栋AAU1,Normal,0,true,1,multibwp,Normal,114,3408.96,3450.0,,78,VSWd1,VBPd01,1,A9631A S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905330,460-01,7905330,1,市区大学城接入网5GBBU_8-XJ,GO_N78_河源市区_卫生学校玉竹楼AAU1,Normal,0,true,1,multibwp,Normal,137,3408.96,3450.0,,78,VSWd1,VBPd01,1,A9631A S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7906529,460-11,7906529,4,和平新局5GBBU_50,GO_N78_河源和平_东坝街赖屋巷RRU1,Normal,0,true,1,multibwp,Normal,367,3408.96,3450.0,,78,VSWd0e,VBPe41,1,R9614 S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7906512,460-01,7906512,1,市区古竹支局5GBBU_8,GO_N1_河源市区_古竹顺达餐厅RRU1,Normal,0,true,1,dualbwp,Normal,160,2144.55,2130.0,,1,VSWd1,VBPe04,1,R9234E S2100(A8A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7905885,460-11,7905885,1,龙川老局5GBBU_18-XJ,GO_N78_河源龙川_锦绣江畔锦鑫楼外引AAU1,Normal,0,true,1,multibwp,Normal,423,3408.96,3450.0,,78,VSWd1,VBPd41,1,R9604 S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7906385,460-11,7906385,1604,紫金敬梓支局5GBBU_2,GO_N5_河源紫金_敬梓南村RRU2,Normal,0,true,1,dualbwp,45GInBandLteInLowFreq,722,877.35,876.9,,5,VSWd0e,VBPe24,1,R9254 S8500(A6A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7905452,460-11,7905452,6,紫金城西机楼5GBBU_6-XJ,GO_N78_河源紫金_公路养护中心AAU3,Normal,0,true,1,multibwp,Normal,213,3408.96,3450.0,,78,VSWc2,VBPc5,1,A9611 S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7906568,460-11,7906568,1,市区埔前支局5GBBU_36,GO_N78_河源市区_埔前阿里巴巴RRU1,Normal,0,true,1,multibwp,Normal,255,3408.96,3450.0,,78,VSWd0e,VBPe41,1,R9614 S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7906385,460-11,7906385,1608,紫金敬梓支局5GBBU_2,GO_N5_河源紫金_敬梓洋高RRU3,Normal,0,true,1,dualbwp,45GInBandLteInLowFreq,30,880.95,876.9,,5,VSWd0e,VBPe24,1,R9254 S8500(A6A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7905460,460-11,7905460,7,东源县局5GBBU_18-XJ,GP_N78_河源东源_滨江花园路口视频杆AAU1,Normal,0,true,1,multibwp,Normal,1006,3408.96,3450.0,,78,VSWd1,VBPd41,1,R9115 M1835,Micro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7906465,460-11,7906465,1,龙川火车站新局5GBBU_40,GO_N1_河源龙川_老隆月乐堂联络线(3),HighWay,0,true,3,dualbwp,Normal,294,2118.15,2130.0,,1,VSWd1,VBPe24,1,R9268E M1821(A8A),Macro,1,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7906529,460-01,7906529,1,和平新局5GBBU_50,GO_N1_河源和平_供销合作社RRU1,Normal,0,true,1,dualbwp,Normal,463,2144.55,2130.0,,1,VSWd0e,VBPe24,1,R9264 M1821(ACA),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7905820,460-11,7905820,1,连平县局5GBBU_30-XJ,GO_N78_河源连平_体育一路AAU1,Normal,0,true,1,multibwp,Normal,198,3408.96,3450.0,,78,VSWd1,VBPd02,1,A9642A S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905820,460-01,7905820,1,连平县局5GBBU_30-XJ,GO_N78_河源连平_体育一路AAU1,Normal,0,true,1,multibwp,Normal,198,3408.96,3450.0,,78,VSWd1,VBPd02,1,A9642A S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7906385,460-11,7906385,1607,紫金敬梓支局5GBBU_2,GO_N5_河源紫金_敬梓洋高RRU2,Normal,0,true,1,dualbwp,45GInBandLteInLowFreq,29,880.95,876.9,,5,VSWd0e,VBPe24,1,R9254 S8500(A6A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7905885,460-01,7905885,1,龙川老局5GBBU_18-XJ,GO_N78_河源龙川_锦绣江畔锦鑫楼外引AAU1,Normal,0,true,1,multibwp,Normal,423,3408.96,3450.0,,78,VSWd1,VBPd41,1,R9604 S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905972,460-01,7905972,10,市区雅居乐网点5GBBU_22-XJ,GS_N78_河源市区_恒大名都13栋外引AAU1,Normal,0,true,1,multibwp,Normal,411,3408.96,3450.0,,78,VSWd1,VBPd41,1,R9606A S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
